"Ad_ID","Campaign_Name","Clicks","Impressions","Cost","Leads","Conversions","Conversion_Rate","Sale_Amount","Ad_Date","Location","Device","Keyword","Format_Date"
"A2468","Data Analytics Course",116.0,4250.0,216.66,10.0,9.0,"0.078",1877.0,"2024/11/02","Hyderabad","Mobile","data anaytics training","2024-11-02"
"A2469","Data Analytics Course",192.0,4850.0,235.42,22.0,10.0,"0.052",1124.0,"2024-11-14","Hyderabad","Desktop","analytics for data","2024-11-14"
"A2470","Data Analytics Course",118.0,3815.0,185.78,16.0,4.0,"0.034",1093.0,"17-11-2024","Hyderabad","DESKTOP","data analitics online","2024-11-17"
"A2471","Data Analytics Course",172.0,5741.0,198.44,14.0,4.0,"0.023",1755.0,"2024/11/11","Hyderabad","Desktop","analytics for data","2024-11-11"
"A2472","Data Analytics Course",174.0,4272.0,240.77,16.0,7.0,"0.041",1004.0,"2024/11/23","Hyderabad","Desktop","learn data analytics","2024-11-23"
"A2473","Data Analytics Course",175.0,4974.0,182.22,21.0,5.0,"0.029",1300.0,"23-11-2024","Hyderabad","mobile","learn data analytics","2024-11-23"
"A2476","Data Analytics Course",103.0,4670.0,203.4,21.0,4.0,"0.039",1562.0,"25-11-2024","Hyderabad","mobile","analytics for data","2024-11-25"
"A2479","Data Analytics Course",109.0,3933.0,189.73,11.0,4.0,"0.037",1700.0,"07-11-2024","Hyderabad","desktop","data analitics online","2024-11-07"
"A2480","Data Analytics Course",118.0,4360.0,232.09,10.0,9.0,"0.076",1252.0,"2024/11/13","Hyderabad","Desktop","data anaytics training","2024-11-13"
"A2481","Data Analytics Course",164.0,5120.0,185.69,10.0,5.0,"0.031",1597.0,"2024/11/23","Hyderabad","TABLET","analytics for data","2024-11-23"
"A2482","Data Analytics Course",166.0,3887.0,192.0,24.0,9.0,"0.054",1890.0,"2024-11-13","Hyderabad","TABLET","data analytics course","2024-11-13"
"A2483","Data Analytics Course",88.0,3909.0,189.57,30.0,10.0,"0.114",1750.0,"29-11-2024","Hyderabad","desktop","data anaytics training","2024-11-29"
"A2484","Data Analytics Course",125.0,3017.0,232.51,14.0,7.0,"0.056",1510.0,"2024-11-08","Hyderabad","tablet","data anaytics training","2024-11-08"
"A2486","Data Analytics Course",151.0,3992.0,212.42,10.0,9.0,"0.06",1890.0,"2024-11-26","Hyderabad","Tablet","learn data analytics","2024-11-26"
"A2487","Data Analytics Course",182.0,3554.0,181.74,18.0,4.0,"0.022",1933.0,"02-11-2024","Hyderabad","TABLET","learn data analytics","2024-11-02"
"A2488","Data Analytics Course",84.0,4051.0,196.83,21.0,4.0,"0.048",1094.0,"2024-11-14","Hyderabad","Mobile","online data analytic","2024-11-14"
"A2489","Data Analytics Course",127.0,3541.0,239.47,16.0,10.0,"0.079",1474.0,"2024-11-25","Hyderabad","TABLET","data anaytics training","2024-11-25"
"A2490","Data Analytics Course",104.0,5878.0,228.79,21.0,3.0,"0.05",1101.0,"05-11-2024","Hyderabad","mobile","data analytics course","2024-11-05"
"A2491","Data Analytics Course",161.0,4611.0,228.34,26.0,7.0,"0.043",1473.0,"2024/11/25","Hyderabad","TABLET","data analitics online","2024-11-25"
"A2492","Data Analytics Course",141.0,4764.0,187.72,28.0,4.0,"0.028",1428.0,"2024-11-16","Hyderabad","mobile","analytics for data","2024-11-16"
"A2493","Data Analytics Course",186.0,4603.0,191.84,26.0,9.0,"0.047",1918.0,"2024/11/07","Hyderabad","desktop","learn data analytics","2024-11-07"
"A2495","Data Analytics Course",124.0,5212.0,190.83,13.0,6.0,"0.048",1399.0,"2024-11-07","Hyderabad","DESKTOP","data analytics course","2024-11-07"
"A2496","Data Analytics Course",97.0,5285.0,249.65,12.0,7.0,"0.051",1411.0,"2024/11/27","Hyderabad","desktop","data anaytics training","2024-11-27"
"A2497","Data Analytics Course",111.0,3177.0,224.51,18.0,8.0,"0.072",1946.0,"2024-11-25","Hyderabad","Desktop","learn data analytics","2024-11-25"
"A2498","Data Analytics Course",93.0,5571.0,185.71,12.0,7.0,"0.075",1630.0,"21-11-2024","Hyderabad","Tablet","online data analytic","2024-11-21"
"A2499","Data Analytics Course",92.0,3237.0,245.48,15.0,6.0,"0.065",0.0,"2024/11/19","Hyderabad","DESKTOP","data analitics online","2024-11-19"
"A2500","Data Analytics Course",138.0,5314.0,198.39,17.0,10.0,"0.072",1250.0,"2024-11-20","Hyderabad","Desktop","online data analytic","2024-11-20"
"A2501","Data Analytics Course",129.0,4452.0,196.06,10.0,9.0,"0.053",1069.0,"2024/11/13","Hyderabad","Tablet","learn data analytics","2024-11-13"
"A2502","Data Analytics Course",183.0,3920.0,235.79,20.0,7.0,"0.038",1238.0,"2024-11-17","Hyderabad","mobile","data anaytics training","2024-11-17"
"A2503","Data Analytics Course",154.0,4603.0,214.0,20.0,3.0,"0.019",1709.0,"2024-11-18","Hyderabad","TABLET","data analytics course","2024-11-18"
"A2504","Data Analytics Course",95.0,4938.0,204.5,12.0,6.0,"0.046",1494.0,"2024/11/18","Hyderabad","TABLET","data anaytics training","2024-11-18"
"A2505","Data Analytics Course",173.0,5291.0,0.0,23.0,8.0,"0.046",1557.0,"2024/11/13","Hyderabad","MOBILE","data analitics online","2024-11-13"
"A2506","Data Analytics Course",112.0,4072.0,211.56,17.0,10.0,"0.089",1229.0,"01-11-2024","Hyderabad","DESKTOP","analytics for data","2024-11-01"
"A2507","Data Analytics Course",170.0,5953.0,186.11,25.0,8.0,"0.047",1080.0,"2024-11-26","Hyderabad","MOBILE","data analitics online","2024-11-26"
"A2509","Data Analytics Course",113.0,3104.0,230.92,28.0,9.0,"0.08",1422.0,"27-11-2024","Hyderabad","tablet","data analytics course","2024-11-27"
"A2510","Data Analytics Course",145.0,4882.0,217.25,22.0,3.0,"0.021",1814.0,"2024-11-19","Hyderabad","MOBILE","analytics for data","2024-11-19"
"A2511","Data Analytics Course",83.0,3212.0,243.86,25.0,4.0,"0.048",1612.0,"2024-11-19","Hyderabad","Mobile","data analytics course","2024-11-19"
"A2512","Data Analytics Course",90.0,4973.0,181.04,23.0,5.0,"0.056",1039.0,"03-11-2024","Hyderabad","desktop","online data analytic","2024-11-03"
"A2513","Data Analytics Course",140.0,5227.0,222.57,27.0,3.0,"0.021",1527.0,"2024-11-18","Hyderabad","desktop","learn data analytics","2024-11-18"
"A2514","Data Analytics Course",111.0,5434.0,181.05,10.0,5.0,"0.045",1627.0,"23-11-2024","Hyderabad","mobile","data anaytics training","2024-11-23"
"A2515","Data Analytics Course",105.0,3300.0,180.25,22.0,10.0,"0.095",1640.0,"2024-11-21","Hyderabad","mobile","online data analytic","2024-11-21"
"A2516","Data Analytics Course",181.0,4857.0,215.59,13.0,8.0,"0.044",1883.0,"2024-11-23","Hyderabad","DESKTOP","learn data analytics","2024-11-23"
"A2517","Data Analytics Course",189.0,4019.0,248.09,16.0,6.0,"0.045",1378.0,"2024/11/30","Hyderabad","tablet","online data analytic","2024-11-30"
"A2518","Data Analytics Course",138.0,5495.0,220.69,19.0,5.0,"0.036",1624.0,"04-11-2024","Hyderabad","tablet","online data analytic","2024-11-04"
"A2519","Data Analytics Course",178.0,5218.0,208.92,20.0,7.0,"0.039",1714.0,"25-11-2024","Hyderabad","mobile","analytics for data","2024-11-25"
"A2520","Data Analytics Course",155.0,5996.0,247.54,15.0,5.0,"0.032",1883.0,"2024/11/27","Hyderabad","mobile","analytics for data","2024-11-27"
"A2521","Data Analytics Course",168.0,4932.0,198.95,16.0,7.0,"0.052",1301.0,"19-11-2024","Hyderabad","desktop","data anaytics training","2024-11-19"
"A2522","Data Analytics Course",152.0,4498.0,233.81,30.0,6.0,"0.039",1090.0,"25-11-2024","Hyderabad","Desktop","data analitics online","2024-11-25"
"A2523","Data Analytics Course",111.0,4164.0,191.04,18.0,9.0,"0.081",1687.0,"2024/11/21","Hyderabad","TABLET","data anaytics training","2024-11-21"
"A2524","Data Analytics Course",141.0,4329.0,230.44,14.0,6.0,"0.043",1610.0,"07-11-2024","Hyderabad","MOBILE","learn data analytics","2024-11-07"
"A2525","Data Analytics Course",97.0,5764.0,246.15,30.0,7.0,"0.072",1345.0,"18-11-2024","Hyderabad","Mobile","analytics for data","2024-11-18"
"A2526","Data Analytics Course",82.0,5430.0,205.46,18.0,5.0,"0.061",1435.0,"2024-11-30","Hyderabad","MOBILE","online data analytic","2024-11-30"
"A2527","Data Analytics Course",164.0,5179.0,206.72,18.0,9.0,"0.055",1213.0,"2024-11-27","Hyderabad","TABLET","data analytics course","2024-11-27"
"A2528","Data Analytics Course",109.0,5707.0,246.86,22.0,4.0,"0.034",1980.0,"19-11-2024","Hyderabad","TABLET","data analitics online","2024-11-19"
"A2530","Data Analytics Course",175.0,5718.0,225.4,19.0,6.0,"0.057",1001.0,"12-11-2024","Hyderabad","Tablet","analytics for data","2024-11-12"
"A2531","Data Analytics Course",96.0,5075.0,221.28,25.0,3.0,"0.038",1937.0,"23-11-2024","Hyderabad","DESKTOP","learn data analytics","2024-11-23"
"A2532","Data Analytics Course",113.0,4473.0,202.3,17.0,5.0,"0.044",1049.0,"2024/11/08","Hyderabad","tablet","online data analytic","2024-11-08"
"A2533","Data Analytics Course",96.0,3979.0,232.44,27.0,7.0,"0.073",1140.0,"30-11-2024","Hyderabad","Mobile","learn data analytics","2024-11-30"
"A2534","Data Analytics Course",162.0,5688.0,190.31,17.0,5.0,"0.031",1556.0,"25-11-2024","Hyderabad","tablet","data analytics course","2024-11-25"
"A2535","Data Analytics Course",125.0,3546.0,234.02,23.0,10.0,"0.08",1072.0,"2024/11/27","Hyderabad","DESKTOP","analytics for data","2024-11-27"
"A2536","Data Analytics Course",89.0,4188.0,206.71,16.0,4.0,"0.045",1382.0,"2024/11/01","Hyderabad","tablet","online data analytic","2024-11-01"
"A2537","Data Analytics Course",99.0,4134.0,234.04,18.0,3.0,"0.03",1683.0,"2024/11/30","Hyderabad","desktop","learn data analytics","2024-11-30"
"A2538","Data Analytics Course",91.0,4710.0,199.18,21.0,9.0,"0.099",1431.0,"2024-11-10","Hyderabad","TABLET","data analytics course","2024-11-10"
"A2539","Data Analytics Course",141.0,4654.0,192.19,21.0,6.0,"0.043",1932.0,"25-11-2024","Hyderabad","MOBILE","analytics for data","2024-11-25"
"A2540","Data Analytics Course",110.0,5509.0,245.38,13.0,8.0,"0.048",1539.0,"2024/11/10","Hyderabad","MOBILE","learn data analytics","2024-11-10"
"A2542","Data Analytics Course",85.0,4653.0,196.73,23.0,6.0,"0.071",1032.0,"13-11-2024","Hyderabad","Mobile","data analytics course","2024-11-13"
"A2543","Data Analytics Course",151.0,5389.0,227.07,18.0,10.0,"0.057",1318.0,"2024-11-20","Hyderabad","desktop","data anaytics training","2024-11-20"
"A2544","Data Analytics Course",139.0,5290.0,208.43,28.0,4.0,"0.051",1022.0,"2024/11/20","Hyderabad","Tablet","data analitics online","2024-11-20"
"A2546","Data Analytics Course",109.0,4444.0,219.46,12.0,9.0,"0.083",1159.0,"2024/11/28","Hyderabad","MOBILE","data anaytics training","2024-11-28"
"A2547","Data Analytics Course",145.0,3509.0,181.11,19.0,10.0,"0.048",1627.0,"2024/11/22","Hyderabad","MOBILE","online data analytic","2024-11-22"
"A2548","Data Analytics Course",151.0,4675.0,183.02,14.0,7.0,"0.046",1000.0,"2024-11-10","Hyderabad","mobile","analytics for data","2024-11-10"
"A2549","Data Analytics Course",108.0,5869.0,226.93,16.0,7.0,"0.065",1633.0,"03-11-2024","Hyderabad","desktop","analytics for data","2024-11-03"
"A2550","Data Analytics Course",166.0,3992.0,205.9,15.0,8.0,"0.048",1899.0,"2024/11/05","Hyderabad","Desktop","analytics for data","2024-11-05"
"A2551","Data Analytics Course",134.0,4172.0,191.8,26.0,5.0,"0.037",1170.0,"2024-11-18","Hyderabad","tablet","online data analytic","2024-11-18"
"A2552","Data Analytics Course",104.0,5926.0,224.63,17.0,8.0,"0.077",1239.0,"2024/11/24","Hyderabad","MOBILE","learn data analytics","2024-11-24"
"A2554","Data Analytics Course",160.0,5664.0,210.58,16.0,9.0,"0.056",1836.0,"2024-11-07","Hyderabad","mobile","data anaytics training","2024-11-07"
"A2555","Data Analytics Course",147.0,5930.0,248.18,22.0,10.0,"0.068",1743.0,"15-11-2024","Hyderabad","desktop","analytics for data","2024-11-15"
"A2556","Data Analytics Course",196.0,3656.0,240.44,15.0,6.0,"0.052",1894.0,"03-11-2024","Hyderabad","tablet","analytics for data","2024-11-03"
"A2557","Data Analytics Course",159.0,5078.0,182.57,30.0,8.0,"0.05",1541.0,"2024-11-09","Hyderabad","Mobile","data analytics course","2024-11-09"
"A2558","Data Analytics Course",104.0,5257.0,220.44,17.0,7.0,"0.052",1462.0,"2024-11-27","Hyderabad","mobile","data analitics online","2024-11-27"
"A2559","Data Analytics Course",135.0,5582.0,209.14,28.0,5.0,"0.037",1912.0,"25-11-2024","Hyderabad","TABLET","online data analytic","2024-11-25"
"A2561","Data Analytics Course",136.0,3657.0,236.19,12.0,5.0,"0.037",1425.0,"2024/11/06","Hyderabad","mobile","online data analytic","2024-11-06"
"A2563","Data Analytics Course",91.0,5017.0,239.34,15.0,5.0,"0.055",0.0,"02-11-2024","Hyderabad","tablet","analytics for data","2024-11-02"
"A2564","Data Analytics Course",181.0,5343.0,244.02,30.0,9.0,"0.038",1639.0,"2024/11/26","Hyderabad","mobile","learn data analytics","2024-11-26"
"A2566","Data Analytics Course",80.0,5756.0,205.38,16.0,4.0,"0.05",1778.0,"2024-11-20","Hyderabad","desktop","online data analytic","2024-11-20"
"A2567","Data Analytics Course",155.0,5696.0,236.44,13.0,3.0,"0.019",1207.0,"2024-11-23","Hyderabad","mobile","data analitics online","2024-11-23"
"A2568","Data Analytics Course",114.0,5683.0,214.42,20.0,8.0,"0.07",1474.0,"2024/11/08","Hyderabad","mobile","learn data analytics","2024-11-08"
"A2569","Data Analytics Course",98.0,4669.0,205.72,16.0,6.0,"0.061",1767.0,"2024/11/30","Hyderabad","DESKTOP","analytics for data","2024-11-30"
"A2570","Data Analytics Course",125.0,3807.0,234.92,11.0,6.0,"0.048",0.0,"2024/11/29","Hyderabad","MOBILE","online data analytic","2024-11-29"
"A2571","Data Analytics Course",160.0,3163.0,238.95,20.0,8.0,"0.05",1569.0,"2024-11-26","Hyderabad","desktop","online data analytic","2024-11-26"
"A2572","Data Analytics Course",175.0,3732.0,231.25,16.0,10.0,"0.057",1014.0,"2024-11-15","Hyderabad","Mobile","learn data analytics","2024-11-15"
"A2573","Data Analytics Course",123.0,3860.0,224.63,24.0,8.0,"0.065",1800.0,"2024-11-15","Hyderabad","DESKTOP","analytics for data","2024-11-15"
"A2574","Data Analytics Course",106.0,3196.0,212.12,15.0,6.0,"0.057",1314.0,"2024/11/23","Hyderabad","tablet","analytics for data","2024-11-23"
"A2576","Data Analytics Course",185.0,5121.0,215.46,12.0,9.0,"0.049",1724.0,"02-11-2024","Hyderabad","MOBILE","data analytics course","2024-11-02"
"A2577","Data Analytics Course",139.0,5610.0,239.44,17.0,6.0,"0.043",1548.0,"14-11-2024","Hyderabad","TABLET","online data analytic","2024-11-14"
"A2578","Data Analytics Course",174.0,3890.0,186.04,28.0,7.0,"0.04",1793.0,"2024/11/21","Hyderabad","Tablet","online data analytic","2024-11-21"
"A2579","Data Analytics Course",157.0,4671.0,248.17,14.0,7.0,"0.045",1247.0,"2024/11/03","Hyderabad","MOBILE","data anaytics training","2024-11-03"
"A2580","Data Analytics Course",160.0,5438.0,197.5,16.0,6.0,"0.037",1752.0,"03-11-2024","Hyderabad","tablet","data analytics course","2024-11-03"
"A2582","Data Analytics Course",144.0,5301.0,195.83,12.0,3.0,"0.021",1654.0,"27-11-2024","Hyderabad","Tablet","data analitics online","2024-11-27"
"A2583","Data Analytics Course",187.0,3722.0,182.43,27.0,7.0,"0.037",1613.0,"20-11-2024","Hyderabad","mobile","data anaytics training","2024-11-20"
"A2584","Data Analytics Course",139.0,3944.0,0.0,29.0,3.0,"0.022",1863.0,"2024-11-04","Hyderabad","Tablet","analytics for data","2024-11-04"
"A2585","Data Analytics Course",194.0,5123.0,180.01,27.0,5.0,"0.036",1978.0,"05-11-2024","Hyderabad","mobile","learn data analytics","2024-11-05"
"A2586","Data Analytics Course",157.0,4127.0,200.44,30.0,8.0,"0.058",1044.0,"2024-11-15","Hyderabad","desktop","data anaytics training","2024-11-15"
"A2587","Data Analytics Course",112.0,4944.0,233.83,19.0,4.0,"0.036",1296.0,"2024-11-27","Hyderabad","TABLET","data anaytics training","2024-11-27"
"A2588","Data Analytics Course",82.0,4534.0,203.89,10.0,6.0,"0.073",1589.0,"2024-11-26","Hyderabad","TABLET","online data analytic","2024-11-26"
"A2589","Data Analytics Course",152.0,5894.0,219.23,14.0,5.0,"0.033",1641.0,"2024-11-13","Hyderabad","MOBILE","data anaytics training","2024-11-13"
"A2590","Data Analytics Course",81.0,5545.0,212.89,11.0,5.0,"0.062",1818.0,"15-11-2024","Hyderabad","Mobile","data analitics online","2024-11-15"
"A2591","Data Analytics Course",84.0,5573.0,0.0,23.0,6.0,"0.071",1656.0,"2024-11-12","Hyderabad","Desktop","online data analytic","2024-11-12"
"A2592","Data Analytics Course",117.0,3039.0,223.72,27.0,8.0,"0.068",1340.0,"2024/11/14","Hyderabad","MOBILE","data anaytics training","2024-11-14"
"A2593","Data Analytics Course",82.0,3556.0,0.0,16.0,5.0,"0.061",1331.0,"2024-11-17","Hyderabad","MOBILE","data analitics online","2024-11-17"
"A2594","Data Analytics Course",192.0,4920.0,192.15,18.0,10.0,"0.052",1665.0,"2024-11-09","Hyderabad","Mobile","data analitics online","2024-11-09"
"A2595","Data Analytics Course",131.0,3187.0,234.53,24.0,10.0,"0.076",1656.0,"07-11-2024","Hyderabad","Mobile","data analytics course","2024-11-07"
"A2596","Data Analytics Course",177.0,3238.0,189.61,29.0,7.0,"0.05",1925.0,"27-11-2024","Hyderabad","Tablet","data analitics online","2024-11-27"
"A2598","Data Analytics Course",147.0,4507.0,190.42,27.0,8.0,"0.054",1073.0,"2024-11-05","Hyderabad","Desktop","learn data analytics","2024-11-05"
"A2601","Data Analytics Course",160.0,3711.0,214.41,10.0,6.0,"0.037",1550.0,"2024-11-07","Hyderabad","Mobile","analytics for data","2024-11-07"
"A2602","Data Analytics Course",172.0,4841.0,234.94,28.0,8.0,"0.047",1258.0,"2024/11/12","Hyderabad","DESKTOP","analytics for data","2024-11-12"
"A2603","Data Analytics Course",95.0,5411.0,182.58,13.0,4.0,"0.042",1111.0,"30-11-2024","Hyderabad","tablet","data anaytics training","2024-11-30"
"A2604","Data Analytics Course",111.0,3520.0,237.4,13.0,3.0,"0.027",1395.0,"2024/11/19","Hyderabad","mobile","online data analytic","2024-11-19"
"A2605","Data Analytics Course",171.0,3460.0,184.14,27.0,9.0,"0.053",1565.0,"16-11-2024","Hyderabad","TABLET","data analitics online","2024-11-16"
"A2606","Data Analytics Course",145.0,5875.0,221.0,14.0,7.0,"0.048",1230.0,"2024-11-24","Hyderabad","Desktop","learn data analytics","2024-11-24"
"A2607","Data Analytics Course",118.0,3404.0,183.15,27.0,7.0,"0.059",1489.0,"2024-11-21","Hyderabad","tablet","learn data analytics","2024-11-21"
"A2608","Data Analytics Course",171.0,3567.0,233.32,27.0,4.0,"0.023",1271.0,"2024-11-05","Hyderabad","desktop","analytics for data","2024-11-05"
"A2609","Data Analytics Course",108.0,3628.0,185.68,24.0,8.0,"0.074",1682.0,"2024/11/19","Hyderabad","TABLET","learn data analytics","2024-11-19"
"A2610","Data Analytics Course",100.0,4994.0,206.32,21.0,7.0,"0.04",1673.0,"2024-11-20","Hyderabad","Tablet","learn data analytics","2024-11-20"
"A2611","Data Analytics Course",138.0,5758.0,193.53,14.0,4.0,"0.029",1902.0,"2024-11-15","Hyderabad","TABLET","analytics for data","2024-11-15"
"A2612","Data Analytics Course",88.0,3382.0,198.62,25.0,9.0,"0.102",1599.0,"10-11-2024","Hyderabad","DESKTOP","data anaytics training","2024-11-10"
"A2613","Data Analytics Course",125.0,3652.0,186.61,29.0,10.0,"0.08",1017.0,"2024-11-29","Hyderabad","mobile","learn data analytics","2024-11-29"
"A2614","Data Analytics Course",169.0,4120.0,215.75,27.0,5.0,"0.03",1362.0,"2024/11/19","Hyderabad","Mobile","analytics for data","2024-11-19"
"A2615","Data Analytics Course",169.0,3142.0,236.79,18.0,7.0,"0.041",0.0,"2024-11-06","Hyderabad","MOBILE","data analitics online","2024-11-06"
"A2616","Data Analytics Course",149.0,5726.0,235.72,17.0,7.0,"0.047",1902.0,"11-11-2024","Hyderabad","mobile","data analitics online","2024-11-11"
"A2617","Data Analytics Course",99.0,5938.0,183.49,30.0,3.0,"0.03",1487.0,"18-11-2024","Hyderabad","mobile","data analitics online","2024-11-18"
"A2618","Data Analytics Course",177.0,3567.0,214.71,28.0,5.0,"0.028",1001.0,"11-11-2024","Hyderabad","Tablet","analytics for data","2024-11-11"
